id,company,title,remote,location,city,state,zip,created_at,apply_email,apply_url,purchaser_email,company_url,transaction_price,revenue_share,expiration_date,featured,applicants_count,apply_link_click_count,views,url,reference,status,display_salary,salary_min,salary_max,salary_timeframe,salary_description,published_at,source_name
60784034,Shopbop,Social Media Specialist,on_site,"New York, NY, USA",New York,New York,"",2021-05-01 19:20:26 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,25,https://www.influencermarketingsociety.com/jobs/60784034-social-media-specialist-at-shopbop,,published,true,,,annually,,2021-05-01 19:20:00 UTC,admin
60784029,United Entertainment Group,Analyst - Influencer & Social Media Marketing,on_site,"New York, NY, USA",New York,New York,"",2021-05-01 19:18:27 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,1,2,4,https://www.influencermarketingsociety.com/jobs/60784029-analyst-influencer-social-media-marketing-at-united-entertainment-group,,published,true,,,annually,,2021-05-01 19:18:00 UTC,admin
60784027,Koppert Biological Systems,Social Media & Influencer Marketing Manager,on_site,"Oxnard, CA, USA",Oxnard,California,"",2021-05-01 19:16:59 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,5,https://www.influencermarketingsociety.com/jobs/60784027-social-media-influencer-marketing-manager-at-koppert-biological-systems,,published,true,,,annually,,2021-05-01 19:16:00 UTC,admin
60784026,"Purple Communications, Inc.",Social Media Coordinator,on_site,"Austin, TX, USA",Austin,Texas,"",2021-05-01 19:15:27 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,1,0,7,https://www.influencermarketingsociety.com/jobs/60784026-social-media-coordinator-at-purple-communications-inc,,published,true,,,annually,,2021-05-01 19:15:00 UTC,admin
60784025,Movement Strategy,Head of Influencer Marketing,on_site,"Los Mochis, Sinaloa, Mexico",Los Mochis,Sinaloa,"",2021-05-01 19:13:37 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,3,0,12,https://www.influencermarketingsociety.com/jobs/60784025-head-of-influencer-marketing-at-movement-strategy,,published,true,,,annually,,2021-05-01 19:13:00 UTC,admin
60784024,Wpromote,Influencer Marketing Manager (Contract),on_site,"New York, NY, USA",New York,New York,"",2021-05-01 19:11:53 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,5,https://www.influencermarketingsociety.com/jobs/60784024-influencer-marketing-manager-contract-at-wpromote,,published,true,,,annually,,2021-05-01 19:11:00 UTC,admin
60784023,Crown + Conquer,Director of Influencer Marketing,on_site,"Los Angeles, CA, USA",Los Angeles,California,"",2021-05-01 19:10:40 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,2,0,8,https://www.influencermarketingsociety.com/jobs/60784023-director-of-influencer-marketing-at-crown-conquer,,published,true,,,annually,,2021-05-01 19:10:00 UTC,admin
60784022,Crown + Conquer,Director of Influencer Marketing,on_site,"Los Angeles, CA, USA",Los Angeles,California,"",2021-05-01 19:10:39 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2021-07-30 19:10:39 UTC,false,0,0,0,https://www.influencermarketingsociety.com/jobs/60784022-director-of-influencer-marketing-at-crown-conquer,,draft,true,,,annually,,2021-05-01 19:10:39 UTC,admin
60784021,Rent The Runway,"Senior Manager, Influencer & Ambassador Marketing",on_site,"Brooklyn, NY, USA",New York,New York,"",2021-05-01 19:04:55 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,2,0,29,https://www.influencermarketingsociety.com/jobs/60784021-senior-manager-influencer-ambassador-marketing-at-rent-the-runway,,published,true,,,annually,,2021-05-01 19:04:00 UTC,admin
60784020,Logitech,"Global Communications Manager, Video Collaboration",on_site,"Newark, CA, USA",Newark,California,"",2021-05-01 19:01:07 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,5,https://www.influencermarketingsociety.com/jobs/60784020-global-communications-manager-video-collaboration-at-logitech,,published,true,,,annually,,2021-05-01 19:01:00 UTC,admin
60784018,Amazon,"Influencer Marketing Manager, Prime Video",on_site,"Culver City, CA, USA",Culver City,California,"",2021-05-01 18:58:51 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,5,https://www.influencermarketingsociety.com/jobs/60784018-influencer-marketing-manager-prime-video-at-amazon,,published,true,,,annually,,2021-05-01 18:58:00 UTC,admin
60784017,"Sr. Media Marketing Manager, Amazon Advertising","Sr. Media Marketing Manager, Amazon Advertising",on_site,"Seattle, WA, USA",Seattle,Washington,"",2021-05-01 18:57:37 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,5,0,36,https://www.influencermarketingsociety.com/jobs/60784017-sr-media-marketing-manager-amazon-advertising-at-sr-media-marketing-manager-amazon-advertising,,published,true,,,annually,,2021-05-01 18:57:00 UTC,admin
60784016,Endeavor,"Associate Counsel, Fashion",on_site,"New York, NY, USA",New York,New York,"",2021-05-01 18:49:29 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,15,0,275,https://www.influencermarketingsociety.com/jobs/60784016-associate-counsel-fashion-at-endeavor,,published,true,,,annually,,2021-05-01 18:49:00 UTC,admin
60784015,MG Empower,Influencer Marketing Coordinator - Contractor (USA),on_site,"Los Angeles, CA, USA",Los Angeles,California,"",2021-05-01 18:47:50 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,1,0,6,https://www.influencermarketingsociety.com/jobs/60784015-influencer-marketing-coordinator-contractor-usa-at-mg-empower,,published,true,,,annually,,2021-05-01 18:47:00 UTC,admin
60783951,Ferguson Enterprises,Senior Social Media Strategist,full,"Newport News, VA, USA",Newport News,Virginia,"",2021-05-01 18:46:00 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,1,2,14,https://www.influencermarketingsociety.com/jobs/60783951-senior-social-media-strategist-at-ferguson-enterprises,,published,true,,,annually,,2021-05-01 18:46:00 UTC,admin
60783528,Stelle Athletica Inc.,Social Media Community Manager,on_site,"Boston, MA, USA",Boston,Massachusetts,"",2021-05-01 18:44:25 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,2,0,7,https://www.influencermarketingsociety.com/jobs/60783528-social-media-community-manager-at-stelle-athletica-inc,,published,true,,,annually,,2021-05-01 18:44:00 UTC,admin
60783257,Amazon,Sr Marketing Manager,on_site,"Seattle, WA, USA",Seattle,Washington,"",2021-05-01 18:43:16 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,2,https://www.influencermarketingsociety.com/jobs/60783257-sr-marketing-manager-at-amazon,,published,true,,,annually,,2021-05-01 18:43:00 UTC,admin
60782357,MOOCTORS,Marketing and Brand Specialist,full,United States,"","","",2021-05-01 18:40:27 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,13,https://www.influencermarketingsociety.com/jobs/60782357-marketing-and-brand-specialist-at-mooctors,,published,true,,,annually,,2021-05-01 18:40:00 UTC,admin
60780874,Bloomingdale's,Affiliate Analyst,on_site,"New York State, USA","",New York,"",2021-05-01 18:35:22 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,2,https://www.influencermarketingsociety.com/jobs/60780874-affiliate-analyst-at-bloomingdale-s,,published,true,,,annually,,2021-05-01 18:35:00 UTC,admin
59860808,A+E Networks,"Social Media Community Manager, The HISTORY Channel ",on_site,"New York, NY, USA",New York,New York,"",2021-04-26 21:44:08 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,8,3,127,https://www.influencermarketingsociety.com/jobs/59860808-social-media-community-manager-the-history-channel-at-a-e-networks,,published,true,,,annually,,2021-04-26 21:44:00 UTC,admin
59860806,Ogilvy,Senior Social Strategist,on_site,"New York, NY, USA",New York,New York,"",2021-04-26 21:42:23 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,3,0,41,https://www.influencermarketingsociety.com/jobs/59860806-senior-social-strategist-at-ogilvy,,published,true,,,annually,,2021-04-26 21:42:00 UTC,admin
59860805,Cepheid,Digital Marketing Manager,on_site,"New York, NY, USA",New York,New York,"",2021-04-26 21:40:55 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,4,https://www.influencermarketingsociety.com/jobs/59860805-digital-marketing-manager-at-cepheid,,published,true,,,annually,,2021-04-26 21:40:00 UTC,admin
59860802,BFA Industries,"Director, Social Media",on_site,"Pembroke Pines, FL, USA",Pembroke Pines,Florida,"",2021-04-26 21:38:21 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:24:00 UTC,false,0,0,5,https://www.influencermarketingsociety.com/jobs/59860802-director-social-media-at-bfa-industries,,published,true,,,annually,,2021-04-25 21:38:00 UTC,admin
59860799,POLITICO,"Specialist, Client Engagement",on_site,"Arlington, VA, USA",Arlington,Virginia,"",2021-04-26 21:35:08 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,18,https://www.influencermarketingsociety.com/jobs/59860799-specialist-client-engagement-at-politico,,published,true,,,annually,,2021-04-26 21:35:00 UTC,admin
59860732,W2O Group,"Director, Brand Insights Strategy",on_site,"New York, NY, USA",New York,New York,"",2021-04-26 21:33:30 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,0,10,https://www.influencermarketingsociety.com/jobs/59860732-director-brand-insights-strategy-at-w2o-group,,published,true,,,annually,,2021-04-26 21:33:00 UTC,admin
59860717,Gopuff,Marketing Manager,on_site,"Denver, CO, USA",Denver,Colorado,"",2021-04-26 21:31:26 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,2,0,28,https://www.influencermarketingsociety.com/jobs/59860717-marketing-manager-at-gopuff,,published,true,,,annually,,2021-04-26 21:31:00 UTC,admin
59860715,Gopuff,Marketing Manager,on_site,"Philadelphia, PA, USA",Philadelphia,Pennsylvania,"",2021-04-26 21:29:48 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,0,4,12,https://www.influencermarketingsociety.com/jobs/59860715-marketing-manager-at-gopuff,,published,true,,,annually,,2021-04-26 21:29:00 UTC,admin
59860695,Instagram,"Creator Communications Manager, Instagram",on_site,"New York, NY, USA",New York,New York,"",2021-04-26 21:19:19 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:10:00 UTC,false,3,5,113,https://www.influencermarketingsociety.com/jobs/59860695-creator-communications-manager-instagram-at-instagram,,published,true,,,annually,,2021-04-26 21:19:00 UTC,admin
59860647,Oculus VR,"Program Lead, Oculus",on_site,"Los Angeles, CA, USA",Los Angeles,California,"",2021-04-26 21:14:56 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,2,https://www.influencermarketingsociety.com/jobs/59860647-program-lead-oculus-at-oculus-vr,,published,true,,,annually,,2021-04-26 21:14:00 UTC,admin
59860645,Oculus VR,"Program Lead, Oculus",on_site,"Menlo Park, CA, USA",Menlo Park,California,"",2021-04-26 21:14:06 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,6,https://www.influencermarketingsociety.com/jobs/59860645-program-lead-oculus-at-oculus-vr,,published,true,,,annually,,2021-04-26 21:14:00 UTC,admin
59860513,APCO Worldwide,"Senior Account Supervisor, Digital Strategist",on_site,"Washington, D.C., USA",Washington,District of Columbia,"",2021-04-26 21:11:19 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,5,https://www.influencermarketingsociety.com/jobs/59860513-senior-account-supervisor-digital-strategist-at-apco-worldwide,,published,true,,,annually,,2021-04-26 21:11:00 UTC,admin
59860510,Evoke KYNE,Digital Director,on_site,"New York, NY, USA",New York,New York,"",2021-04-26 21:08:32 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,56,https://www.influencermarketingsociety.com/jobs/59860510-digital-director-at-evoke-kyne,,published,true,,,annually,,2021-04-26 21:08:00 UTC,admin
59860506,Unity Technologies,"Consumer Division, Influencer Program Manager",full,United States,"","","",2021-04-26 21:05:42 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,4,https://www.influencermarketingsociety.com/jobs/59860506-consumer-division-influencer-program-manager-at-unity-technologies,,published,true,,,annually,,2021-04-26 21:05:00 UTC,admin
59860503,5-hour ENERGY®,Social Media Coordinator,on_site,"Farmington Hills, MI, USA",Farmington Hills,Michigan,"",2021-04-26 21:02:42 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,21,0,133,https://www.influencermarketingsociety.com/jobs/59860503-social-media-coordinator-at-5-hour-energy,,published,true,,,annually,,2021-04-26 21:02:00 UTC,admin
59860500,HollywoodLife.com,Video Producer,on_site,"New York City, NY, USA",New York,New York,"",2021-04-26 21:01:10 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,4,0,37,https://www.influencermarketingsociety.com/jobs/59860500-video-producer-at-hollywoodlife-com,,published,true,,,annually,,2021-04-26 21:01:00 UTC,admin
59860423,Coach,Coach Public Relations & Influencer Intern,on_site,"New York, NY, USA",New York,New York,"",2021-04-26 20:58:46 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,94,2,1087,https://www.influencermarketingsociety.com/jobs/59860423-coach-public-relations-influencer-intern-at-coach,,published,true,,,annually,,2021-04-26 20:58:00 UTC,admin
59859146,Bank of Hawaii,Digital Influencer (Kona Banking Center),on_site,"Kailua, HI, USA",Kailua,Hawaii,"",2021-04-26 20:49:24 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,13,https://www.influencermarketingsociety.com/jobs/59859146-digital-influencer-kona-banking-center-at-bank-of-hawaii,,published,true,,,annually,,2021-04-26 20:49:00 UTC,admin
59859109,Roblox ,Roblox Influencer Specialist (Contract),on_site,"San Mateo, CA, USA",San Mateo,California,"",2021-04-26 20:47:50 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,9,https://www.influencermarketingsociety.com/jobs/59859109-roblox-influencer-specialist-contract-at-roblox,,published,true,,,annually,,2021-04-26 20:47:00 UTC,admin
59858585,Veritas Technologies LLC,"Sr. Manager, US PR",on_site,"Santa Clara, CA, USA",Santa Clara,California,"",2021-04-26 20:45:03 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,4,https://www.influencermarketingsociety.com/jobs/59858585-sr-manager-us-pr-at-veritas-technologies-llc,,published,true,,,annually,,2021-04-26 20:45:00 UTC,admin
59858581,McKinney,Influencer Strategist,on_site,"Durham, NC, USA",Durham,North Carolina,"",2021-04-26 20:43:35 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,33,https://www.influencermarketingsociety.com/jobs/59858581-influencer-strategist-at-mckinney,,published,true,,,annually,,2021-04-26 20:43:00 UTC,admin
59846447,Communité,Influencer Marketing Manager,on_site,"New York, NY, USA",New York,New York,"",2021-04-26 19:42:59 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,1,0,20,https://www.influencermarketingsociety.com/jobs/59846447-influencer-marketing-manager-at-communite,,published,true,,,annually,,2021-04-26 19:42:00 UTC,admin
59846109,Round Barn Labs,"Account Coordinator, Affiliate and Partner Marketing",full,"Austin, TX, USA",Austin,Texas,"",2021-04-26 19:41:18 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,3,0,44,https://www.influencermarketingsociety.com/jobs/59846109-account-coordinator-affiliate-and-partner-marketing-at-round-barn-labs,,published,true,,,annually,,2021-06-04 19:41:00 UTC,admin
59844000,Sweetwater,Director of Content Marketing,on_site,"Fort Wayne, IN, USA",Fort Wayne,Indiana,"",2021-04-26 19:25:57 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,2,https://www.influencermarketingsociety.com/jobs/59844000-director-of-content-marketing-at-sweetwater,,published,true,,,annually,,2021-04-26 19:25:00 UTC,admin
59843817,Startr Co.,Public Relations Account Executive,on_site,"Los Angeles, CA, USA",Los Angeles,California,"",2021-04-26 19:24:21 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,2,0,8,https://www.influencermarketingsociety.com/jobs/59843817-public-relations-account-executive-at-startr-co,,published,true,,,annually,,2021-04-26 19:24:00 UTC,admin
59843502,Startr Co.,Public Relations Manager,on_site,"Los Angeles, CA, USA",Los Angeles,California,"",2021-04-26 19:22:31 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,1,0,11,https://www.influencermarketingsociety.com/jobs/59843502-public-relations-manager-at-startr-co,,published,true,"$65,000","$85,000",annually,,2021-04-26 19:22:00 UTC,admin
59843025,IAA,Social Media Manager,on_site,"Westchester, IL, USA",Westchester,Illinois,"",2021-04-26 19:20:58 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,2,https://www.influencermarketingsociety.com/jobs/59843025-social-media-manager-at-iaa,,published,true,,,annually,,2021-04-26 19:20:00 UTC,admin
59842242,EyeBuyDirect Inc.,Social Media Coordinator,on_site,"Pasadena, CA, USA",Pasadena,California,"",2021-04-26 19:16:37 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:24:00 UTC,false,12,0,66,https://www.influencermarketingsociety.com/jobs/59842242-social-media-coordinator-at-eyebuydirect-inc,,published,true,,,annually,,2021-05-20 19:16:00 UTC,admin
59841935,Sonic Gods,Social Media Community Manager,on_site,"California, USA","",California,"",2021-04-26 19:14:21 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,2,https://www.influencermarketingsociety.com/jobs/59841935-social-media-community-manager-at-sonic-gods,,published,true,,,annually,,2021-04-26 19:14:00 UTC,admin
59841747,Weber Shandwick,"Account Supervisor, Beauty PR",on_site,"New York, NY, USA",New York,New York,"",2021-04-26 19:12:57 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,21,https://www.influencermarketingsociety.com/jobs/59841747-account-supervisor-beauty-pr-at-weber-shandwick,,published,true,,,annually,,2021-04-26 19:12:00 UTC,admin
59841424,DoorDash,Head of Offline Marketing,on_site,"New York, NY, USA",New York,New York,"",2021-04-26 19:10:42 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:24:00 UTC,false,0,0,1,https://www.influencermarketingsociety.com/jobs/59841424-head-of-offline-marketing-at-doordash,,published,true,,,annually,,2021-05-10 19:10:00 UTC,admin
59840714,FACTORY PR,Director of VIP and Celebrity Services,on_site,"Los Angeles, CA, USA",Los Angeles,California,"",2021-04-26 19:06:18 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,2,0,18,https://www.influencermarketingsociety.com/jobs/59840714-director-of-vip-and-celebrity-services-at-factory-pr,,published,true,,,annually,,2021-04-26 19:06:00 UTC,admin
59840380,DoorDash,"Sr. Manager, Offline Media Buying",on_site,"Chicago, IL, USA",Chicago,Illinois,"",2021-04-26 19:05:07 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,1,https://www.influencermarketingsociety.com/jobs/59840380-sr-manager-offline-media-buying-at-doordash,,published,true,,,annually,,2021-04-26 19:05:00 UTC,admin
59840103,imre,Paid Social Manager,on_site,"Philadelphia, PA, USA",Philadelphia,Pennsylvania,"",2021-04-26 19:03:25 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,4,https://www.influencermarketingsociety.com/jobs/59840103-paid-social-manager-at-imre,,published,true,,,annually,,2021-04-26 19:03:00 UTC,admin
59839883,JeffreyM Consulting,Social Media Manager,full,"Seattle, WA, USA",Seattle,Washington,"",2021-04-26 19:02:19 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,1,0,15,https://www.influencermarketingsociety.com/jobs/59839883-social-media-manager-at-jeffreym-consulting,,published,true,,,annually,,2021-04-26 19:02:00 UTC,admin
59839549,WHSmith,Social & Paid Media Executive,on_site,"Bristol, SD, USA",Bristol,South Dakota,"",2021-04-26 18:58:07 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,0,0,11,https://www.influencermarketingsociety.com/jobs/59839549-social-paid-media-executive-at-whsmith,,published,true,,,annually,,2021-04-26 18:58:00 UTC,admin
59839540,The Finish,Social Media Manager,on_site,"Westport, CT, USA",Westport,Connecticut,"",2021-04-26 18:53:36 UTC,info@influencermarketingsociety.com,,info@influencermarketingsociety.com,,,,2030-12-31 18:16:00 UTC,false,17,0,136,https://www.influencermarketingsociety.com/jobs/59839540-social-media-manager-at-the-finish,,published,true,,,annually,,2021-04-26 18:53:00 UTC,admin
